****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 350694 ******* 

Variable    Labels
ER73763    ACCURACY OF OTHER INCOME-SPOUSE         
ER73764    ANY OTHER INCOME JAN-SPOUSE             
ER73765    ANY OTHER INCOME FEB-SPOUSE             
ER73766    ANY OTHER INCOME MAR-SPOUSE             
ER73767    ANY OTHER INCOME APR-SPOUSE             
ER73768    ANY OTHER INCOME MAY-SPOUSE             
ER73769    ANY OTHER INCOME JUN-SPOUSE             
ER73770    ANY OTHER INCOME JUL-SPOUSE             
ER73771    ANY OTHER INCOME AUG-SPOUSE             
ER73772    ANY OTHER INCOME SEP-SPOUSE             
ER73773    ANY OTHER INCOME OCT-SPOUSE             
ER73774    ANY OTHER INCOME NOV-SPOUSE             
ER73775    ANY OTHER INCOME DEC-SPOUSE             
ER73776    G99 WTR LUMP SUM PAYMNTS                
ER73777    G100 LUMP SUM PAYMENTS                  
ER73778    G101 INHERITANCE                        
ER73779    G102 WTR ITEMIZE FOR TAX                
ER73780    G102A ITEMIZED CHARITABLE CONTRIB AMT   
ER73781    G102B ITEMIZED MEDICAL EXPENSES AMT     
ER73782    G103 WTR HELP OTRS                      
ER73783    G104 # OTRS SUPPORTED                   
ER73784    G105 WHO SUPPORT 1                      
ER73785    G105 WHO SUPPORT 2                      
ER73786    G105 WHO SUPPORT 3                      
ER73787    G105 WHO SUPPORT 4                      
ER73788    G105 WHO SUPPORT 5                      
ER73789    G106 TOTAL SUPP OF OTRS                 
ER73790    G107 ANY CHILD SUPPORT                  
ER73791    AMT OF CHLD SUPPRT GIVEN                
ER73792    G109 ANY ALIMONY                        
ER73793    AMT OF ALIMONY GIVEN                    
ER73794    G112 WTR DEPNDT OTRS                    
ER73795    G113 NUMBER DEPNDT OTR                  
ER73796    G114 WTR DEPNDT OTHS                    
ER73797    W1 WTR OTR REAL ESTATE                  
ER73798    W1A WTR SECOND HOME                     
ER73799    W2A WORTH OF OTR REAL ESTATE            
ER73800    W3A WTR WORTH GE 50,000                 
ER73801    W4A WTR WORTH GE 175,000                
ER73802    W5A WTR WORTH GE 20,000                 
ER73803    W2B AMT OWED ON OTR REAL ESTATE         
ER73804    W3B WTR DEBT GE 50,000                  
ER73805    W4B WTR DEBT GE 175,000                 
ER73806    W5B WTR DEBT GE 20,000                  
ER73807    W6 PROFIT IF SOLD VEHICLES              
ER73808    W7 WTR PROFIT GE 10,000                 
ER73809    W8 WTR PROFIT GE 25,000                 
ER73810    W9 WTR PROFIT GE 2,000                  
ER73811    W10 WTR OWN BUSINESS/FARM               
ER73812    W11A WORTH OF FARM OR BUSINESS          
ER73813    W12A WTR WORTH GE 50,000                
ER73814    W13A WTR WORTH GE 200,000               
ER73815    W14A WTR WORTH GE 10,000                
ER73816    W11B AMT OWED ON FARM OR BUSINESS       
ER73817    W12B WTR DEBT GE 50,000                 
ER73818    W13B WTR DEBT GE 200,000                
ER73819    W14B WTR DEBT GE 10,000                 
ER73820    W15 WTR OWN NON-IRA STOCK               
ER73821    W16 PROFIT IF SOLD NON-IRA STOCK        
ER73822    W17 WTR PROFIT GE 50,000                
ER73823    W19 WTR PROFIT GE 15,000                
ER73824    W20 WTR PROFIT GE 150,000               
ER73825    W20CCKPT WTR DIVD BUT NO INCOME RPT     
ER73826    W20E REVISED DIVIDENDS                  
ER73827    W20E REVISED DIVIDENDS PER              
ER73828    W20F WTR REC REV DIVIDENDS IN JAN       
ER73829    W20F WTR REC REV DIVIDENDS IN FEB       
ER73830    W20F WTR REC REV DIVIDENDS IN MAR       
ER73831    W20F WTR REC REV DIVIDENDS IN APR       
ER73832    W20F WTR REC REV DIVIDENDS IN MAY       
ER73833    W20F WTR REC REV DIVIDENDS IN JUN       
ER73834    W20F WTR REC REV DIVIDENDS IN JUL       
ER73835    W20F WTR REC REV DIVIDENDS IN AUG       
ER73836    W20F WTR REC REV DIVIDENDS IN SEP       
ER73837    W20F WTR REC REV DIVIDENDS IN OCT       
ER73838    W20F WTR REC REV DIVIDENDS IN NOV       
ER73839    W20F WTR REC REV DIVIDENDS IN DEC       
ER73840    W21 WTR IRA/PRIVATE ANNUITY             
ER73841    W21A HOW FUNDS INVESTED                 
ER73842    W22 VALUE OF IRA/ANNUITY                
ER73843    W23 WTR VALUE GE 50,000                 
ER73844    W24 WTR VALUE GE 100,000                
ER73845    W25 WTR VALUE GE 15,000                 
ER73846    W26 WTR VALAUE GE 250,000               
ER73847    W27A WTR CHECKING/SAVING ACCT           
ER73848    W28A AMT CK/SAVING ACCT                 
ER73849    W29A WTR VALUE GE 4,000                 
ER73850    W30A WTR VALUE GE 15,000                
ER73851    W31A WTR VALUE GE 60,000                
ER73852    W32A WTR VALUE GE 1,000                 
ER73853    W27 WTR CD/BONDS/TB                     
ER73854    W28 AMT CD/BONDS/TB                     
ER73855    W29 WTR VALUE GE 5,000                  
ER73856    W30 WTR VALUE GE 10,000                 
ER73857    W31 WTR VALUE GE 50,000                 
ER73858    W32 WTR VALUE GE 1,000                  
ER73859    W31CKPT WTR INTEREST BUT NO INCOME RPT  
ER73860    W31E REVISED INTEREST                   
ER73861    W31E REVISED INTEREST PER               
ER73862    W31F WTR REC REV INTEREST IN JAN        
ER73863    W31F WTR REC REV INTEREST IN FEB        
ER73864    W31F WTR REC REV INTEREST IN MAR        
ER73865    W31F WTR REC REV INTEREST IN APR        
ER73866    W31F WTR REC REV INTEREST IN MAY        
ER73867    W31F WTR REC REV INTEREST IN JUN        
ER73868    W31F WTR REC REV INTEREST IN JUL        
ER73869    W31F WTR REC REV INTEREST IN AUG        
ER73870    W31F WTR REC REV INTEREST IN SEP        
ER73871    W31F WTR REC REV INTEREST IN OCT        
ER73872    W31F WTR REC REV INTEREST IN NOV        
ER73873    W31F WTR REC REV INTEREST IN DEC        
ER73874    W33 WTR BONDS/INSURANCE, ETC.           
ER73875    W34 PROFIT IF SOLD BONDS/INSURANCE      
ER73876    W35 WTR PROFIT GE 10,000                
ER73877    W36 WTR PROFIT GE 25,000                
ER73878    W37 WTR PROFIT GE 2,000                 
ER73879    W38A WTR HAVE CREDIT/STORE CARD DEBT    
ER73880    W39A AMOUNT CREDIT/STORE CARD DEBT      
ER73881    W40A WTR DEBT GE 5,000                  
ER73882    W41A WTR DEBT GE 10,000                 
ER73883    W42A WTR DEBT GE 1,000                  
ER73884    W43A WTR DEBT GE 15,000                 
ER73885    W38B WTR HAS STUDENT LOANS              
ER73886    W38B WTR HAS MEDICAL BILLS              
ER73887    W38B WTR HAS LEGAL BILLS                
ER73888    W38B WTR HAS LOANS FROM RELATIVES       
ER73889    W38B WTR HAS OTR DEBT                   
ER73890    W39B1 AMOUNT STUDENT LOANS              
ER73891    W40B1 WTR STUDENT LOANS GE 25,000       
ER73892    W41B1 WTR STUDENT LOANS GE 50,000       
ER73893    W42B1 WTR STUDENT LOANS GE 10,000       
ER73894    W43B1 WTR STUDENT LOANS GE 75,000       
ER73895    W39B2 AMOUNT MEDICAL BILLS              
ER73896    W40B2 WTR MEDICAL BILLS GE 3,000        
ER73897    W41B2 WTR MEDICAL BILLS GE 10,000       
ER73898    W42B2 WTR MEDICAL BILLS GE 1,000        
ER73899    W43B2 WTR MEDICAL BILLS GE 25,000       
ER73900    W39B3 AMOUNT LEGAL BILLS                
ER73901    W40B3 WTR LEGAL BILLS GE 3,000          
ER73902    W41B3 WTR LEGAL BILLS GE 8,000          
ER73903    W42B3 WTR LEGAL BILLS GE 1,000          
ER73904    W43B3 WTR LEGAL BILLS GE 20,000         
ER73905    W39B4 AMOUNT LOANS FROM RELATIVES       
ER73906    W40B4 WTR LOANS FROM RELS GE 4,000      
ER73907    W41B4 WTR LOANS FROM RELS GE 10,000     
ER73908    W42B4 WTR LOANS FROM RELS GE 1,000      
ER73909    W43B4 WTR LOANS FROM RELS GE 20,000     
ER73910    W39B7A TYPE OF OTHER DEBT               
ER73911    W39B7 AMT OTHER OTHER DEBT              
ER73912    W40B7 WTR OTR DEBT GE 4,000             
ER73913    W41B7 WTR OTR DEBT GE 10,000            
ER73914    W42B7 WTR OTR DEBT GE 1,000             
ER73915    W43B7 WTR OTR DEBT GE 20,000            
ER73916    W43 WTR PUT MONEY IN PRIVATE ANNUITY/IRA
ER73917    W44 AMT INVESTED IN IRA/ANNUITY         
ER73918    W45 WTR INVEST GE 10,000                
ER73919    W46 WTR INVEST GE 50,000                
ER73920    W47 WTR INVEST GE 5,000                 
ER73921    W48 WTR CASHED PNSN/ANNTY/IRA           
ER73922    W49 VALUE PENSION/ANNUITY/IRA           
ER73923    W50 WTR VALUE GE 10,000                 
ER73924    W51 WTR VALUE GE 50,000                 
ER73925    W52 WTR VALUE GE 100,000                
ER73926    W53 WTR VALUE GE 5,000                  
ER73927    W54 WTR SOLD HOME                       
ER73928    W55 HOME SELLING PRICE                  
ER73929    W56 WTR PRICE GE 60,000                 
ER73930    W57 WTR PRICE GE 120,000                
ER73931    W58 WTR PRICE GE 30,000                 
ER73932    W59A WTR BOUGHT OR SOLD REAL ESTATE     
ER73933    W60 AMT SPENT IN REAL ESTATE            
ER73934    W61 WTR AMT GE 60,000                   
ER73935    W62 WTR AMT GE 120,000                  
ER73936    W63 WTR AMT GE 30,000                   
ER73937    W65CKPT WTR BOTH BOUGHT AND SOLD        
ER73938    W65 AMT FROM OTR REAL ESTATE            
ER73939    W66 WTR AMT GE 60,000                   
ER73940    W67 WTR AMT GE 120,000                  
ER73941    W68 WTR AMT GE 30,000                   
ER73942    W69 WTR MADE ADDITION/REPAIRS           
ER73943    W70 COST OF ADDITION/REPAIRS            
ER73944    W71 WTR COST GE 25,000                  
ER73945    W72 WTR COST GE 75,000                  
ER73946    W73A WTR INVESTED OR SOLD BUSINESS/FARM 
ER73947    W74 AMT INVESTED IN BUSINESS/FARM       
ER73948    W75 WTR AMT GE 25,000                   
ER73949    W76 WTR AMT GE 100,000                  
ER73950    W77 WTR AMT GE 10,000                   
ER73951    W79CKPT WTR BOTH INVESTED AND SOLD      
ER73952    W79 AMT FROM BUSINESS/FARM              
ER73953    W80 WTR AMT GE 25,000                   
ER73954    W81 WTR AMT GE 100,000                  
ER73955    W82 WTR AMT GE 10,000                   
ER73956    W83A WTR BOUGHT OR SOLD STOCK           
ER73957    W91 AMT INVESTED IN STOCKS              
ER73958    W92 WTR AMT GE 20,000                   
ER73959    W93 WTR AMT GE 50,000                   
ER73960    W94 WTR AMT GE 100,000                  
ER73961    W95 WTR AMT GE 5,000                    
ER73962    W97CKPT WTR BOTH BOUGHT AND SOLD        
ER73963    W97 AMT NON-IRA STOCK                   
ER73964    W98 WTR AMT GE 20,000                   
ER73965    W99 WTR AMT GE 50,000                   
ER73966    W100 WTR AMT GE 100,000                 
ER73967    W101 WTR AMT GE 5,000                   
ER73968    W102CKPT WTR ANY MOVERS OUT 18+         
ER73969    W102 WTR MOVER OUT W/ ASSETS OR DEBITS  
ER73970    W103 VALUE ASSETS MOVED OUT             
ER73971    W104 WTR VALUE GE 10,000                
ER73972    W105 WTR VALUE GE 25,000                
ER73973    W106 WTR VALUE GE 100,000               
ER73974    W107 WTR VALUE GE 5,000                 
ER73975    W108 VALUE DEBTS MOVED OUT              
ER73976    W109 WTR VALUE GE 10,000                
ER73977    W110 WTR VALUE GE 25,000                
ER73978    W111 WTR VALUE GE 5,000                 
ER73979    W112CKPT WTR ANY MOVERS IN 18+          
ER73980    W113 WTR MOVER IN W/ ASSETS OR DEBITS   
ER73981    W114 VALUE ASSETS MOVED IN              
ER73982    W115 WTR VALUE GE 10,000                
ER73983    W116 WTR VALUE GE 25,000                
ER73984    W117 WTR VALUE GE 100,000               
ER73985    W118 WTR VALUE GE 5,000                 
ER73986    W119 VALUE DEBTS MOVE IN                
ER73987    W120 WTR VALUE GE 10,000                
ER73988    W121 WTR VALUE GE 25,000                
ER73989    W122 WTR VALUE GE 5,000                 
ER73990    W123 WTR RECD GIFT/INHERITANCE          
ER73991    W123A WAS GIFT OR INHERITANCE - #1      
ER73992    W124A YR RCVD GIFT/INHERITANCE MEN1 - #1
ER73993    W124A YR RCVD GIFT/INHERITANCE MEN2 - #1
ER73994    W124A YR RCVD GIFT/INHERITANCE MEN3 - #1
ER73995    W125 VALUE GIFT/INHERIT-#1              
ER73996    W126 WTR VALUE GE 25,000-#1             
ER73997    W127 WTR VALUE GE 75,000-#1             
ER73998    W123 WTR GIFT/INHERITANCE-#2            
ER73999    W123A WAS GIFT OR INHERITANCE - #2      
ER74000    W124A YR RCVD GIFT/INHERITANCE MEN1 - #2
ER74001    W124A YR RCVD GIFT/INHERITANCE MEN2 - #2
ER74002    W124A YR RCVD GIFT/INHERITANCE MEN3 - #2
ER74003    W125 VALUE GIFT/INHERIT-#2              
ER74004    W126 WTR VALUE GE 25,000-#2             
ER74005    W127 WTR VALUE GE 75,000-#2             
ER74006    W123 WTR GIFT/INHERITANCE-#3            
ER74007    W123A WAS GIFT OR INHERITANCE - #3      
ER74008    W124A YR RCVD GIFT/INHERITANCE MEN1 - #3
ER74009    W124A YR RCVD GIFT/INHERITANCE MEN2 - #3
ER74010    W124A YR RCVD GIFT/INHERITANCE MEN3 - #3
ER74011    W125 VALUE GIFT/INHERIT-#3              
ER74012    W126 WTR VALUE GE 25,000-#3             
ER74013    W127 WTR VALUE GE 75,000-#3             
ER74014    P0 WTR WORKING NOW - RP                 
ER74015    P1 WTR PNSN AT CURR JOB - RP            
ER74016    P1A WTR ELIGIBLE FOR PLAN - RP          
ER74017    P6 # YRS IN PENSION PLAN - RP           
ER74018    P6 YR JOINED PENSION PLAN - RP          
ER74019    P7 WTR EVER ELIG FOR PLAN - RP          
ER74020    P6CKPT WTR SAME CMJ/PP6YRS-RP           
ER74021    P11 WTR CONTRIB TO PENSION - RP         
ER74022    P12 WTR CONTRIB REQUIRED - RP           
ER74023    P13 REQUIRED AMT - RP                   
ER74024    P13 REQUIRED AMT PER - RP               
ER74025    P13 REQUIRED PCT - RP                   
ER74026    P14 WTR VOLUNTARY CONTRIB - RP          
ER74027    P15 VOLUNTARY AMT - RP                  
ER74028    P15 VOLUNTARY AMT PER - RP              
ER74029    P15 VOLUNTARY PCT - RP                  
ER74030    P16 HOW BENEFIT FIGURED - RP            
ER74031    P17 WTR EMPLYR CONTRIB - RP             
ER74032    P18 AMT EMPLYR CONTRIB - RP             
ER74033    P18 EMPLYR AMT PER - RP                 
ER74034    P18 PCT EMPLYR CONTRIB OF PAY - RP      
ER74035    P18B PCT EMP % OF EMPLOYEE CONTRIB-RP   
ER74036    P20 AMT IN PENSION ACCT NOW - RP        
ER74037    P20B WTR AMT GE 25,000 - RP             
ER74038    P20C WTR AMT GE 75,000 - RP             
ER74039    P20D WTR AMT GE 200,000 - RP            
ER74040    P20E WTR AMT GE 5,000 - RP              
ER74041    P20A HOW FUNDS INVESTED - RP            
ER74042    P22 CKPT: TYPE PENSION - RP             
ER74043    P32 AGE EXPECT RECEIVE BENEFITS-RP      
ER74044    P34CKPT RP 40 YEARS OLD PLUS            
ER74045    P34 ESTIMATED BENEFIT AMT               
ER74046    P34 ESTIMATED BENEFIT PER               
ER74047    P34 ESTIMATED BENEFIT PCT               
ER74048    P34F WTR GE 40% OF PAY - RP             
ER74049    P34G WTR GE 60% OF PAY - RP             
ER74050    P34H WTR GE 80% OF PAY - RP             
ER74051    P34J WTR GE 20% OF PAY - RP             
ER74052    P39 USUAL RETIREMNT AGE OF OTRS - RP    
ER74053    P39 USUAL # YRS OTRS RETIRE - RP        
ER74054    P40CKPT WTR AGE 40+ - RP                
ER74055    P40 AGE PLAN STOP WORK - RP             
ER74056    P40 IN HOW MANY YRS PLAN STOP WORK - RP 
ER74057    P42CKPT WTR WK/LAYOFF/SICK/LEAVE-RP     
ER74058    P42 WTR TAX-DEFER PLAN - RP             
ER74059    P43 WTR EMPLYR CONTRIB - RP             
ER74060    P44 AMT EMPLYR CONTRIB - RP             
ER74061    P44 EMPLYR CONTRIB PER - RP             
ER74062    P44 PCT EMPLYR CONTRIB OF PAY - RP      
ER74063    P44B PCT EMP % OF EMPLOYEE CONTRIB-RP   
ER74064    P45 WTR PNSN W/PREV EMPLYR - RP         
ER74065    P45A NUMBER OF PNSN W/PREV EMPLYR-RP    
ER74066    P46 TYPE PREV PENSION-#1 - RP           
ER74067    P47 ACCT AMT WHEN LEFT PREV EMP-#1 - RP 
ER74068    P47B WTR AMT GE 20,000-#1 - RP          
ER74069    P47C WTR AMT GE 50,000-#1 - RP          
ER74070    P47D WTR AMT GE 150,000-#1 - RP         
ER74071    P47E WTR AMT GE 5,000-#1 - RP           
ER74072    P48 WHAT DID W/PREV PNSN-#1 - RP        
ER74073    P49 AMT NOW PREV PNSN ACCT-#1 - RP      
ER74074    P49B WTR AMT GE 50,000-#1 - RP          
ER74075    P49C WTR AMT GE 100,000-#1 - RP         
ER74076    P49D WTR AMT GE 200,000-#1 - RP         
ER74077    P49E WTR AMT GE 20,000-#1 - RP          
ER74078    P50 AGE REC IF ANNUITY-#1 - RP          
ER74079    P51 AMT PREV ANNUITY-#1 - RP            
ER74080    P51 PREV ANNUITY PER-#1 - RP            
ER74081    P51B WTR AMT GE 400 PER MONTH-#1 - RP   
ER74082    P51C WTR AMT GE 1,200 PER MONTH-#1 - RP 
ER74083    P51D WTR AMT GE 1,600 PER MONTH-#1 - RP 
ER74084    P51E WTR AMT GE 200 PER MONTH-#1 - RP   
ER74085    P52 STATUS PREV PNSN MEN1-#1 - RP       
ER74086    P52 STATUS PREV PNSN MEN2-#1 - RP       
ER74087    P52 STATUS PREV PNSN MEN3-#1 - RP       
ER74088    P52 STATUS PREV PNSN MEN4-#1 - RP       
ER74089    P52 STATUS PREV PNSN MEN5-#1 - RP       
ER74090    P52 STATUS PREV PNSN MEN6-#1 - RP       
ER74091    P53 YR REC PREV PNSN-#1 - RP            
ER74092    P54 PREV PNSN BENEFIT AMT-#1 - RP       
ER74093    P54 BENEFIT PER-#1 - RP                 
ER74094    P54B WTR AMT GE 400 PER MONTH-#1 - RP   
ER74095    P54C WTR AMT GE 1,200 PER MONTH-#1 - RP 
ER74096    P54D WTR AMT GE 1,600 PER MONTH-#1 - RP 
ER74097    P54E WTR AMT GE 200 PER MONTH-#1 - RP   
ER74098    P57 PREV PNSN CASH SETTLEMNT AMT-#1 - RP
ER74099    P57B WTR AMT GE 6,000-#1 - RP           
ER74100    P57C WTR AMT GE 60,000-#1 - RP          
ER74101    P57D WTR AMT GE 250,000-#1 - RP         
ER74102    P57E WTR AMT GE 2,000-#1 - RP           
ER74103    P58 WHAT DID W/CASH MEN1-#1 - RP        
ER74104    P58 WHAT DID W/CASH MEN2-#1 - RP        
ER74105    P58 WHAT DID W/CASH MEN3-#1 - RP        
ER74106    P58 WHAT DID W/CASH MEN4-#1 - RP        
ER74107    P58 WHAT DID W/CASH MEN5-#1 - RP        
ER74108    P58 WHAT DID W/CASH MEN6-#1 - RP        
ER74109    P59 PREV PNSN IRA AMT-#1 - RP           
ER74110    P59B WTR AMT GE 6,000-#1 - RP           
ER74111    P59C WTR AMT GE 60,000-#1 - RP          
ER74112    P59D WTR AMT GE 250,000-#1 - RP         
ER74113    P59E WTR AMT GE 2,000-#1 - RP           
ER74114    P60 # YRS IN PREV PLAN-#1 - RP          
ER74115    P61 AGE EXPECT REC PREV PNSN-#1 - RP    
ER74116    P62 AMT EXPECT REC PREV PNSN-#1 - RP    
ER74117    P62 PREV PNSN PER-#1 - RP               
ER74118    P62 PCT EXPECT REC PREV PNSN-#1 - RP    
ER74119    P62F WTR GE 40% OF PAY #1 - RP          
ER74120    P62G WTR GE 60% OF PAY #1 - RP          
ER74121    P62H WTR GE 80% OF PAY #1 - RP          
ER74122    P62J WTR GE 20% OF PAY #1 - RP          
ER74123    P62K PAY WHEN LEFT JOB #1 -RP           
ER74124    P62K PER WHEN LEFT JOB #1 -RP           
ER74125    P63 ACCT AMT WHEN LEFT PREV EMP-#1 - RP 
ER74126    P63B WTR AMT GE 20,000-#1 - RP          
ER74127    P63C WTR AMT GE 50,000-#1 - RP          
ER74128    P63D WTR AMT GE 150,000-#1 - RP         
ER74129    P63E WTR AMT GE 5,000-#1 - RP           
ER74130    P64 WHAT DID W/PREV PNSN-#1 - RP        
ER74131    P65 ACCT AMT PREV PNSN NOW-#1 - RP      
ER74132    P65B WTR AMT GE 50,000-#1 - RP          
ER74133    P65C WTR AMT GE 100,000-#1 - RP         
